CL_CD,RACE_YEAR,RACE_MT,RACE_DAY,TITLE_NM,DETAIL_CN
"1","2019","05","03","제18회차 01일째",
"1","2019","05","26","제21회차 03일째",
"1","2019","06","08","제23회차 02일째",
"1","2019","08","02","제31회차 01일째",
"1","2019","09","21","제37회차 02일째",
"1","2019","11","15","제45회차 01일째",
"1","2019","11","22","제46회차 01일째",
"1","2019","02","14","제07회차 01일째",
"1","2020","01","03","제01회차 1일째",
"1","2020","01","04","제01회차 2일째",
"1","2020","01","05","제01회차 3일째",
"1","2020","01","11","제02회차 2일째",
"1","2020","01","12","제02회차 3일째",
"1","2020","01","17","제03회차 1일째",
"1","2020","01","18","제03회차 2일째",
"1","2020","01","19","제03회차 3일째",
"1","2020","01","26","제04회차 01일째",
"1","2020","01","31","제05회차 1일째",
"1","2020","02","01","제05회차 2일째",
"1","2020","02","02","제05회차 3일째",
"1","2020","02","07","제06회차 1일째",
"1","2020","02","08","제06회차 2일째",
"1","2020","02","09","제06회차 3일째",
"1","2020","02","14","제07회차 1일째",
"1","2020","02","15","제07회차 2일째",
"1","2020","02","16","제07회차 3일째",
"1","2020","02","21","제08회차 1일째",
"1","2020","02","22","제08회차 2일째",
"1","2020","02","23","제08회차 3일째",
"1","2020","03","06","제10회차 1일째",
"1","2020","03","07","제10회차 2일째",
"1","2020","03","08","제10회차 3일째",
"1","2020","03","13","제11회차 1일째",
"1","2020","03","14","제11회차 2일째",
"1","2020","03","15","제11회차 3일째",
"1","2020","03","20","제12회차 1일째",
"1","2020","03","21","제12회차 2일째",
"1","2020","03","22","제12회차 3일째",
"1","2020","03","27","제13회차 1일째",
"1","2020","03","28","제13회차 2일째",
"1","2020","03","29","제13회차 3일째",
"1","2020","04","03","제14회차 1일째",
"1","2020","04","04","제14회차 2일째",
"1","2020","04","05","제14회차 3일째",
"1","2020","04","10","제15회차 1일째",
"1","2020","04","11","제15회차 2일째",
"1","2020","04","12","제15회차 3일째",
"1","2020","04","24","제17회차 1일째",
"1","2020","04","25","제17회차 2일째",
"1","2020","04","26","제17회차 3일째",
"1","2020","05","01","제18회차 1일째",
"1","2020","05","02","제18회차 2일째",
"1","2020","05","03","제18회차 3일째",
"1","2020","05","08","제19회차 1일째",
"1","2020","05","09","제19회차 2일째",
"1","2020","05","10","제19회차 3일째",
"1","2020","05","15","제20회차 1일째",
"1","2020","05","16","제20회차 2일째",
"1","2020","05","17","제20회차 3일째",
"1","2020","05","22","제21회차 1일째",
"1","2020","05","23","제21회차 2일째",
"1","2020","05","24","제21회차 3일째",
"1","2020","05","29","제22회차 1일째",
"1","2020","05","30","제22회차 2일째",
"1","2020","05","31","제22회차 3일째",
"1","2020","06","05","제23회차 1일째",
"1","2020","06","06","제23회차 2일째",
"1","2020","06","07","제23회차 3일째",
"1","2020","06","12","제24회차 1일째",
"1","2020","06","13","제24회차 2일째",
"1","2020","06","14","제24회차 3일째",
"1","2020","06","19","제25회차 1일째",
"1","2020","01","27","제04회차 02일째",
"1","2020","06","20","제25회차 2일째",
"1","2020","06","21","제25회차 3일째",
"1","2020","07","03","제27회차 1일째",
"1","2020","07","04","제27회차 2일째",
"1","2020","07","05","제27회차 3일째",
"1","2020","07","10","제28회차 1일째",
"1","2020","07","11","제28회차 2일째",
"1","2020","07","12","제28회차 3일째",
"1","2020","07","17","제29회차 1일째",
"1","2020","07","18","제29회차 2일째",
"1","2020","07","19","제29회차 3일째",
"1","2020","07","24","제30회차 1일째",
"1","2022","06","17","제24회차 01일째",
"1","2022","06","19","제24회차 03일째",
"1","2022","07","02","제26회차 02일째",
"1","2022","07","03","제26회차 03일째",
"1","2022","07","09","제27회차 02일째",
"1","2022","07","16","제28회차 02일째",
"1","2022","07","22","제29회차 01일째",
"1","2022","07","31","제30회차 03일째",
"1","2022","09","23","제38회차 01일째",
"1","2022","10","22","제42회차 02일째",
"1","2022","11","19","제46회차 02일째",
"1","2022","11","27","제47회차 03일째",
"1","2022","01","15","제02회차 02일째",
"1","2022","01","23","제03회차 03일째",
"1","2022","02","04","제05회차 01일째",
"1","2022","08","12","제32회차 01일째","4일경륜"
"1","2022","08","13","제32회차 02일째","4일경륜"
"1","2022","08","14","제32회차 03일째","4일경륜"
"1","2022","08","15","제32회차 04일째","4일경륜"
"1","2022","09","11","제36회차 01일째","2일경륜"
"1","2022","09","12","제36회차 02일째","2일경륜"
"1","2022","09","30","제39회차 01일째","4일경륜"
"1","2022","10","02","제39회차 03일째","4일경륜"
"1","2022","10","03","제39회차 04일째","4일경륜"
"1","2022","10","01","제39회차 02일째","4일경륜"
"1","2022","12","30","제52회차 01일째","2일경륜"
"1","2022","12","31","제52회차 02일째","2일경륜"
"1","2024","10","03","제39회차 01일째","4일 경륜"
"1","2025","06","07","제23회차 2일째",
"1","2024","06","22","제24회차 02일째",
"1","2024","07","06","제26회차 02일째",
"1","2024","07","19","제28회차 01일째",
"1","2024","07","28","제29회차 03일째",
"1","2023","03","25","제12회차 02일째",
"1","2023","04","07","제14회차 01일째",
"1","2023","04","16","제15회차 03일째",
"1","2023","05","12","제19회차 01일째",
"1","2023","05","20","제20회차 02일째",
"1","2023","06","11","제23회차 03일째",
"1","2023","06","17","제24회차 02일째",
"1","2023","06","18","제24회차 03일째",
"1","2023","06","30","제26회차 01일째",
"1","2023","07","09","제27회차 03일째",
"1","2023","07","22","제29회차 02일째",
"1","2023","08","12","제32회차 02일째",
"1","2023","08","13","제32회차 03일째",
"1","2023","08","19","제33회차 02일째",
"1","2023","09","08","제36회차 01일째",
"1","2023","09","23","제38회차 02일째",
"1","2023","10","27","제42회차 01일째",
"1","2023","11","04","제43회차 02일째",
"1","2023","11","17","제45회차 01일째",
"1","2023","11","25","제46회차 02일째",
"1","2023","12","01","제47회차 01일째",
"1","2023","12","10","제48회차 03일째",
"1","2023","12","17","제49회차 03일째",
"1","2023","04","29","제17회차 02일째","4일 경륜"
"1","2023","05","07","제18회차 03일째",
"1","2023","05","19","제20회차 01일째",
"1","2023","05","28","제21회차 03일째",
"1","2023","06","10","제23회차 02일째",
"1","2023","08","11","제32회차 01일째",
"1","2023","08","27","제34회차 03일째",
"1","2023","09","03","제35회차 03일째",
"1","2023","09","10","제36회차 03일째",
"1","2023","05","21","제20회차 03일째",
"1","2023","08","18","제33회차 01일째",
"1","2023","08","20","제33회차 03일째",
"1","2023","09","16","제37회차 02일째",
"1","2023","09","24","제38회차 03일째",
"1","2023","10","07","제39회차 02일째","4일 경륜"
"1","2023","11","05","제43회차 03일째",
"1","2023","11","26","제46회차 03일째",
"1","2023","12","22","제50회차 01일째","4일 경륜"
"1","2024","01","12","제02회차 01일째",
"1","2024","01","21","제03회차 03일째",
"1","2024","02","03","제05회차 02일째",
"1","2024","03","02","제08회차 02일째",
"1","2024","03","15","제10회차 01일째",
"1","2024","03","24","제11회차 03일째",
"1","2024","04","13","제14회차 02일째",
"1","2024","05","05","제17회차 03일째",
"1","2024","05","18","제19회차 02일째",
"1","2024","05","31","제21회차 01일째",
"1","2023","09","15","제37회차 01일째",
"1","2024","06","09","제22회차 03일째",
"1","2025","07","04","제27회차 1일째",
"1","2025","07","05","제27회차 2일째",
"1","2025","07","06","제27회차 3일째",
"1","2025","07","11","제28회차 1일째",
"1","2025","07","12","제28회차 2일째",
"1","2025","07","13","제28회차 3일째",
"1","2025","07","18","제29회차 1일째",
"1","2025","07","19","제29회차 2일째",
"1","2025","07","20","제29회차 3일째",
"1","2025","07","25","제30회차 1일째",
"1","2025","07","26","제30회차 2일째",
"1","2025","07","27","제30회차 3일째",
"1","2025","08","01","제31회차 1일째",
"1","2025","08","02","제31회차 2일째",
"1","2025","08","03","제31회차 3일째",
"1","2025","08","08","제32회차 1일째",
"1","2024","08","16","제32회차 01일째",
"1","2024","08","25","제33회차 03일째",
"1","2024","09","07","제35회차 02일째",
"1","2024","09","20","제37회차 01일째",
"1","2024","09","29","제38회차 03일째",
"1","2024","10","05","제39회차 3일째","4일 경륜"
"1","2023","03","04","제09회차 02일째",
"1","2023","03","05","제09회차 03일째",
"1","2023","03","10","제10회차 01일째",
"1","2023","03","18","제11회차 02일째",
"1","2023","03","19","제11회차 03일째",
"1","2023","03","31","제13회차 01일째",
"1","2023","04","01","제13회차 02일째",
"1","2023","04","09","제14회차 03일째",
"1","2023","04","14","제15회차 01일째",
"1","2023","04","28","제17회차 01일째","4일 경륜"
"1","2023","04","30","제17회차 03일째","4일 경륜"
"1","2023","05","05","제18회차 01일째",
"1","2023","05","06","제18회차 02일째",
"1","2024","10","20","제41회차 03일째",
"1","2024","11","02","제43회차 02일째",
"1","2024","11","15","제45회차 01일째",
"1","2024","11","24","제46회차 03일째",
"1","2024","11","30","제47회차 02일째",
"1","2024","12","13","제49회차 01일째",
"1","2024","12","22","제50회차 03일째","4일 경륜"
"1","2023","01","06","제01회차 01일째",
"1","2023","01","07","제01회차 02일째",
"1","2023","01","08","제01회차 03일째",
"1","2023","01","13","제02회차 01일째",
"1","2023","01","14","제02회차 02일째",
"1","2023","01","15","제02회차 03일째",
"1","2023","01","20","제03회차 01일째",
"1","2023","01","21","제03회차 02일째",
"1","2023","01","27","제04회차 01일째",
"1","2023","01","28","제04회차 02일째",
"1","2023","01","29","제04회차 03일째",
"1","2023","02","03","제05회차 01일째",
"1","2023","02","04","제05회차 02일째",
"1","2023","02","05","제05회차 03일째",
"1","2023","02","10","제06회차 01일째",
"1","2023","02","11","제06회차 02일째",
"1","2023","02","12","제06회차 03일째",
"1","2023","02","17","제07회차 01일째",
"1","2023","02","18","제07회차 02일째",
"1","2024","01","05","제01회차 01일째",
"1","2024","01","14","제02회차 03일째",
"1","2024","01","27","제04회차 02일째",
"1","2024","02","16","제06회차 01일째",
"1","2024","03","08","제09회차 01일째",
"1","2024","03","17","제10회차 03일째",
"1","2024","03","30","제12회차 02일째",
"1","2024","04","05","제13회차 01일째",
"1","2024","04","19","제15회차 01일째",
"1","2024","05","03","제17회차 01일째","4일 경륜"
"1","2024","05","10","제18회차 01일째",
"1","2024","05","24","제20회차 01일째",
"1","2024","06","02","제21회차 03일째",
"1","2024","06","15","제23회차 02일째",
"1","2024","07","12","제27회차 01일째",
"1","2024","07","21","제28회차 03일째",
"1","2024","08","09","제31회차 01일째",
"1","2023","02","19","제07회차 03일째",
"1","2023","03","03","제09회차 01일째",
"1","2024","08","18","제32회차 03일째",
"1","2025","08","23","제34회차 2일째",
"1","2023","05","14","제19회차 03일째",
"1","2023","05","27","제21회차 02일째",
"1","2023","06","02","제22회차 01일째",
"1","2023","06","03","제22회차 02일째",
"1","2023","06","09","제23회차 01일째",
"1","2023","07","02","제26회차 03일째",
"1","2023","07","07","제27회차 01일째",
"1","2023","07","15","제28회차 02일째",
"1","2023","07","16","제29회차 03일째",
"1","2023","07","29","제30회차 02일째",
"1","2023","07","30","제30회차 03일째",
"1","2023","08","26","제34회차 02일째",
"1","2023","09","02","제35회차 02일째",
"1","2023","09","09","제36회차 02일째",
"1","2023","09","22","제38회차 01일째",
"1","2023","10","08","제39회차 03일째","4일 경륜"
"1","2023","03","12","제10회차 03일째",
"1","2023","10","20","제41회차 01일째",
"1","2023","11","03","제43회차 01일째",
"1","2023","11","12","제44회차 03일째",
"1","2023","11","24","제46회차 01일째",
"1","2023","12","16","제49회차 02일째",
"1","2023","03","17","제11회차 01일째",
"1","2020","07","25","제30회차 2일째",
"1","2023","03","26","제12회차 03일째",
"1","2023","04","02","제13회차 03일째",
"1","2023","04","08","제14회차 02일째",
"1","2023","04","15","제15회차 02일째",
"1","2023","05","01","제17회차 04일째","4일 경륜"
"1","2023","05","26","제21회차 01일째",
"1","2023","06","04","제22회차 03일째",
"1","2023","06","16","제24회차 01일째",
"1","2023","07","01","제26회차 02일째",
"1","2023","07","08","제27회차 02일째",
"1","2023","12","25","제50회차 04일째",
"1","2023","03","11","제10회차 02일째",
"1","2023","05","13","제19회차 02일째",
"1","2023","07","23","제29회차 03일째",
"1","2023","07","28","제30회차 01일째",
"1","2023","08","25","제34회차 01일째",
"1","2023","09","01","제35회차 01일째",
"1","2023","09","17","제37회차 03일째",
"1","2023","10","06","제39회차 01일째","4일 경륜"
"1","2023","10","21","제41회차 02일째",
"1","2023","10","22","제41회차 03일째",
"1","2023","10","28","제42회차 02일째",
"1","2023","10","29","제42회차 03일째",
"1","2023","12","02","제47회차 02일째",
"1","2023","12","03","제47회차 03일째",
"1","2023","12","08","제48회차 01일째",
"1","2024","08","31","제34회차 02일째",
"1","2024","09","13","제36회차 01일째",
"1","2024","09","22","제37회차 03일째",
"1","2024","10","06","제39회차 4일째","4일 경륜"
"1","2024","10","26","제42회차 02일째",
"1","2024","11","08","제44회차 01일째",
"1","2024","11","17","제45회차 03일째",
"1","2024","12","06","제48회차 01일째",
"1","2024","12","15","제49회차 03일째",
"1","2024","01","13","제02회차 02일째",
"1","2024","01","26","제04회차 01일째",
"1","2024","02","04","제05회차 03일째",
"1","2024","03","03","제08회차 03일째",
"1","2024","03","16","제10회차 02일째",
"1","2024","03","29","제12회차 01일째",
"1","2024","04","14","제14회차 03일째",
"1","2024","05","06","제17회차 04일째",
"1","2024","05","19","제19회차 03일째",
"1","2024","06","01","제21회차 02일째",
"1","2024","06","14","제23회차 01일째",
"1","2024","06","23","제24회차 03일째",
"1","2024","07","07","제26회차 03일째",
"1","2024","07","20","제28회차 02일째",
"1","2024","08","17","제32회차 02일째",
"1","2024","08","30","제34회차 01일째",
"1","2024","09","08","제35회차 03일째",
"1","2024","09","21","제37회차 02일째",
"1","2024","10","04","제39회차 2일째","4일 경륜"
"1","2024","10","25","제42회차 01일째",
"1","2024","11","03","제43회차 03일째",
"1","2024","11","16","제45회차 02일째",
"1","2024","12","01","제47회차 03일째",
"1","2023","10","09","제39회차 04일째","4일 경륜"
"1","2023","11","10","제44회차 01일째",
"1","2023","11","11","제44회차 02일째",
"1","2023","11","18","제45회차 02일째",
"1","2023","11","19","제45회차 03일째",
"1","2023","12","09","제48회차 02일째",
"1","2023","12","15","제49회차 01일째",
"1","2023","12","23","제50회차 02일째","4일 경륜"
"1","2023","12","24","제50회차 03일째","4일 경륜"
"1","2023","07","14","제28회차 01일째",
"1","2023","07","21","제29회차 01일째",
"1","2024","12","14","제49회차 02일째",
"1","2024","12","23","제50회차 04일째","4일 경륜"
"1","2024","01","07","제01회차 03일째",
"1","2024","01","20","제03회차 02일째",
"1","2024","02","02","제05회차 01일째",
"1","2024","02","18","제06회차 03일째",
"1","2024","03","01","제08회차 01일째",
"1","2024","03","10","제09회차 03일째",
"1","2024","03","23","제11회차 02일째",
"1","2024","04","07","제13회차 03일째",
"1","2024","04","12","제14회차 01일째",
"1","2024","04","21","제15회차 03일째",
"1","2024","05","04","제17회차 02일째",
"1","2024","05","17","제19회차 01일째",
"1","2024","05","26","제20회차 01일째",
"1","2024","06","08","제22회차 02일째",
"2","2025","11","02","제43회차 03일째","경륜 31주년 기념 대상경륜"
"2","2020","08","08","제32회차 2일째","제12회 스포츠동아배 대상"
"2","2020","08","09","제32회차 3일째","제12회 스포츠동아배 대상"
"2","2025","02","22","제08회차 2일째","2025 스피드온배 대상경륜"
"2","2025","05","24","제21회차 2일째","2025 광명시장배 대상경륜(예정)"
"2","2021","08","06","제32회차 1일째","제12회 스포츠동아배 대상"
"2","2021","08","07","제32회차 2일째","제12회 스포츠동아배 대상"
"2","2021","08","08","제32회차 3일째","제12회 스포츠동아배 대상"
"2","2025","05","25","제21회차 3일째","2025 광명시장배 대상경륜(예정)"
"2","2019","12","27","제51회차 01일째","문화체육관광부 장관배 그랑프리"
"2","2021","02","28","제09회차 3일째","제26회 스포츠서울배 대상"
"2","2024","10","11","제40회차 01일째","일간스포츠배"
"2","2019","12","22","제50회차 03일째","KSPO 경륜 선발, 우수 최강자전"
"2","2024","04","27","제16회차 02일째","스포츠조선배"
"2","2023","04","22","제16회차 02일째","공단창립기념 제27회 스포츠조선배 대상경륜"
"2","2024","10","12","제40회차 02일째","일간스포츠배"
"2","2020","04","17","제16회차 1일째","제26회 스포츠조선배 대상"
"2","2019","03","03","제09회차 03일째","제25회 스포츠서울배"
"2","2019","06","28","제26회차 01일째","KSPO 경륜 왕중왕전"
"2","2020","04","18","제16회차 2일째","제26회 스포츠조선배 대상"
"2","2020","04","19","제16회차 3일째","제26회 스포츠조선배 대상"
"2","2019","04","27","제17회차 02일째","제25회 스포츠조선배"
"2","2023","10","13","제40회차 01일째","경륜개장기념 제27회 일간스포츠배 대상경륜"
"2","2022","08","05","제31회차 01일째","온라인발매 기념 제12회 스포츠동아배"
"2","2022","08","06","제31회차 02일째","온라인밸매 기념 제12회 스포츠동아배"
"2","2022","08","07","제31회차 03일째","온라인밸매 기념 제12회 스포츠동아배"
"2","2021","06","25","제26회차 1일째","왕중왕전"
"2","2021","06","26","제26회차 2일째","왕중왕전"
"2","2021","06","27","제26회차 3일째","왕중왕전"
"2","2019","06","30","제26회차 03일째","KSPO 경륜 왕중왕전"
"2","2023","10","14","제40회차 02일째","경륜개장기념 제27회 일간스포츠배 대상경륜"
"2","2020","08","07","제32회차 1일째","제12회 스포츠동아배 대상"
"2","2024","04","28","제16회차 03일째","스포츠조선배"
"2","2025","02","23","제08회차 3일째","2025 스피드온배 대상경륜"
"2","2024","06","29","제25회차 02일째","KSPO 이사장배 등급별 왕중왕전"
"2","2019","12","21","제50회차 02일째","KSPO 경륜 선발, 우수 최강자전"
"2","2023","12","30","제51회차 02일째","문화체육관광부장관배 그랑프리경륜"
"2","2025","12","26","제51회차 01일째","2025 그랑프리경륜"
"2","2019","11","02","제43회차 02일째","제25회 일간스포츠배"
"2","2024","02","23","제07회차 01일째","스포츠서울배"
"2","2024","02","25","제07회차 03일째","스포츠서울배"
"2","2024","08","04","제30회차 03일째","온라인발매기념 스포츠동아배"
"2","2024","06","28","제25회차 01일째","KSPO 이사장배 등급별 왕중왕전"
"2","2019","03","02","제09회차 02일째","제25회 스포츠서울배"
"2","2024","06","30","제25회차 03일째","KSPO 이사장배 등급별 왕중왕전"
"2","2019","04","26","제17회차 01일째","제25회 스포츠조선배"
"2","2022","10","28","제43회차 01일째","제26회 일간스포츠배"
"2","2022","10","29","제43회차 02일째","제26회 일간스포츠배"
"2","2022","10","30","제43회차 03일째","제26회 일간스포츠배"
"2","2020","10","30","제43회차 1일째","제26회 일간스포츠배 대상"
"2","2020","10","31","제43회차 2일째","제26회 일간스포츠배 대상"
"2","2020","11","01","제43회차 3일째","제26회 일간스포츠배 대상"
"2","2024","12","28","제51회차 02일째","문화체육관광부장관배 그랑프리경륜"
"2","2025","05","23","제21회차 1일째","2025 광명시장배 대상경륜(예정)"
"2","2024","04","26","제16회차 01일째","스포츠조선배"
"2","2024","10","13","제40회차 03일째","일간스포츠배"
"2","2023","04","23","제16회차 03일째","공단창립기념 제27회 스포츠조선배 대상경륜"
"2","2023","04","21","제16회차 01일째","공단창립기념 제27회 스포츠조선배 대상경륜"
"2","2023","02","24","제08회차 01일째","제27회 스포츠서울배 대상경륜"
"2","2019","06","29","제26회차 02일째","KSPO 경륜 왕중왕전"
"2","2021","10","29","제44회차 1일째","제26회 일간스포츠배 대상"
"2","2019","08","25","제34회차 03일째","제11회 스포츠동아배"
"2","2023","02","25","제08회차 02일째","제27회 스포츠서울배 대상경륜"
"2","2022","12","02","제48회차 01일째","KSPO 경륜 선발우수 최강자전"
"2","2020","12","04","제48회차 1일째","선발, 우수 최강자전"
"2","2020","12","05","제48회차 2일째","선발, 우수 최강자전"
"2","2020","12","06","제48회차 3일째","선발, 우수 최강자전"
"2","2022","12","03","제48회차 02일째","KSPO 경륜 선발우수 최강자전"
"2","2022","12","04","제48회차 03일째","KSPO 경륜 선발우수 최강자전"
"2","2023","02","26","제08회차 03일째","제27회 스포츠서울배 대상경륜"
"2","2021","10","30","제44회차 2일째","제26회 일간스포츠배 대상"
"2","2021","10","31","제44회차 3일째","제26회 일간스포츠배 대상"
"2","2020","12","25","제51회차 1일째","2020 문화체육관광부장관배 그랑프리"
"2","2020","12","26","제51회차 2일째","2020 문화체육관광부장관배 그랑프리"
"2","2020","12","27","제51회차 3일째","2020 문화체육관광부장관배 그랑프리"
"2","2025","06","27","제26회차 1일째","KSPO 이사장배 왕중왕전"
"2","2022","12","23","제51회차 01일째","문화체육관광부장관배 그랑프리 경륜"
"2","2022","12","24","제51회차 02일째","문화체육관광부장관배 그랑프리 경륜"
"2","2022","12","25","제51회차 03일째","문화체육관광부장관배 그랑프리 경륜"
"2","2019","12","20","제50회차 01일째","KSPO 경륜 선발, 우수 최강자전"
"2","2021","12","03","제49회차 1일째","선발,우수 최강자전"
"2","2021","12","04","제49회차 2일째","선발,우수 최강자전"
"2","2021","12","05","제49회차 3일째","선발,우수 최강자전"
"2","2022","02","26","제08회차 02일째","제26회 스포츠서울배"
"2","2025","06","28","제26회차 2일째","KSPO 이사장배 왕중왕전"
"2","2025","06","29","제26회차 3일째","KSPO 이사장배 왕중왕전"
"2","2020","06","26","제26회차 1일째","KSPO 경륜 왕중왕전"
"2","2020","06","27","제26회차 2일째","KSPO 경륜 왕중왕전"
"2","2020","06","28","제26회차 3일째","KSPO 경륜 왕중왕전"
"2","2022","02","25","제08회차 01일째","제26회 스포츠서울배"
"2","2022","02","27","제08회차 03일째","제26회 스포츠서울배"
"2","2021","12","24","제52회차 1일째","2021년 그랑프리"
"2","2021","12","25","제52회차 2일째","2021년 그랑프리"
"2","2021","12","26","제52회차 3일째","2021년 그랑프리"
"2","2025","12","28","제51회차 03일째","2025 그랑프리경륜"
"2","2024","12","29","제51회차 03일째","문화체육관광부장관배 그랑프리경륜"
"2","2022","04","22","제16회차 01일째","제26회 스포츠조선배"
"2","2025","12","27","제51회차 02일째","2025 그랑프리경륜"
"2","2025","02","21","제08회차 1일째","2025 스피드온배 대상경륜"
"2","2023","06","23","제25회차 01일째","kspo 이사장배 경륜 왕중왕전"
"2","2023","06","25","제25회차 03일째","kspo 이사장배 경륜 왕중왕전"
"2","2024","08","02","제30회차 01일째","온라인발매기념 스포츠동아배"
"2","2024","12","27","제51회차 01일째","문화체육관광부장관배 그랑프리경륜"
"2","2023","06","24","제25회차 02일째","kspo 이사장배 경륜 왕중왕전"
"2","2025","10","31","제43회차 01일째","경륜 31주년 기념 대상경륜"
"2","2022","04","23","제16회차 02일째","제26회 스포츠조선배"
"2","2022","04","24","제16회차 03일째","제26회 스포츠조선배"
"2","2023","12","29","제51회차 01일째","문화체육관광부장관배 그랑프리경륜"
"2","2019","11","01","제43회차 01일째","제25회 일간스포츠배"
"2","2025","09","26","제39회차 1일째","서울올림픽 37주년 기념 대상경륜"
"2","2019","12","28","제51회차 02일째","문화체육관광부 장관배 그랑프리"
"2","2020","02","28","제09회차 1일째","제26회 스포츠서울배 대상"
"2","2019","12","29","제51회차 03일째","문화체육관광부 장관배 그랑프리"
"2","2020","02","29","제09회차 2일째","제26회 스포츠서울배 대상"
"2","2019","04","28","제17회차 03일째","제25회 스포츠조선배"
"2","2021","04","16","제16회차 1일째","제26회스포츠조선배 대상"
"2","2021","04","17","제16회차 2일째","제26회스포츠조선배 대상"
"2","2021","04","18","제16회차 3일째","제26회스포츠조선배 대상"
"2","2020","03","01","제09회차 3일째","제26회 스포츠서울배 대상"
"2","2022","06","26","제25회차 03일째","KSPO 경륜 왕중왕전"
"2","2023","10","15","제40회차 03일째","경륜개장기념 제27회 일간스포츠배 대상경륜"
"2","2022","06","24","제25회차 01일째","KSPO 경륜 왕중왕전"
"2","2022","06","25","제25회차 02일째","KSPO 경륜 왕중왕전"
"2","2024","02","24","제07회차 02일째","스포츠서울배"
"2","2023","12","31","제51회차 03일째","문화체육관광부장관배 그랑프리경륜"
"2","2025","09","27","제39회차 2일째","서울올림픽 37주년 기념 대상경륜"
"2","2019","08","23","제34회차 01일째","제11회 스포츠동아배"
"2","2019","08","24","제34회차 02일째","제11회 스포츠동아배"
"2","2023","08","05","제31회차 02일째","Speed-on 2주년 제3회 스포츠동아배 대상경륜"
"2","2024","08","03","제30회차 02일째","온라인발매기념 스포츠동아배"
"2","2020","02","29","제09회차 02일째","제26회 스포츠서울배대상"
"2","2020","03","01","제09회차 03일째","제26회 스포츠서울배대상"
"2","2023","08","06","제31회차 03일째","Speed-on 2주년 제3회 스포츠동아배 대상경륜"
"2","2020","02","28","제09회차 01일째","제26회 스포츠서울배대상"
"2","2023","08","04","제31회차 01일째","Speed-on 2주년 제3회 스포츠동아배 대상경륜"
"2","2019","03","01","제09회차 01일째","제25회 스포츠서울배"
"2","2019","11","03","제43회차 03일째","제25회 일간스포츠배"
"2","2025","09","28","제39회차 3일째","서울올림픽 37주년 기념 대상경륜"
"2","2025","11","01","제43회차 02일째","경륜 31주년 기념 대상경륜"
"2","2021","02","26","제09회차 1일째","제26회 스포츠서울배 대상"
"2","2021","02","27","제09회차 2일째","제26회 스포츠서울배 대상"
"3","2019","01","24","지방경주 전면수신",
"3","2022","08","13","제32회차 02일째","4일경륜"
"3","2022","09","11","제36회차 01일째","2일경륜"
"3","2022","09","12","제36회차 02일째","2일경륜"
"3","2020","01","29","지방경주 전면수신",
"3","2022","08","14","제32회차 03일째","4일경륜"
"3","2022","12","30","제52회차 01일째","2일경륜"
"3","2022","10","01","제39회차 02일째","4일경륜"
"3","2022","12","31","제52회차 02일째","2일경륜"
"3","2022","09","30","제39회차 01일째","4일경륜"
"3","2022","10","02","제39회차 03일째","4일경륜"
"3","2022","10","03","제39회차 04일째","4일경륜"
"3","2020","02","12","지방경주 전면수신",
"3","2019","01","23","지방경주 전면수신",
"3","2020","02","19","지방경주 전면수신",
"3","2020","02","20","지방경주 전면수신",
"3","2022","08","15","제32회차 04일째","4일경륜"
"3","2022","08","12","제32회차 01일째","4일경륜"
"3","2020","01","30","지방경주 전면수신","지방경주 전면수신"
"3","2020","02","06","지방경주 전면수신",
"3","2020","02","05","지방경주 전면수신",
"3","2020","02","13","지방경주 전면수신",
